책A,책B,대분류A,대분류B,교차,엣지종류수,상호,순위강도합,IDF_A,IDF_B,보편도penalty,최종굵기,같은시리즈,ISBN_A,ISBN_B
달러구트 꿈 백화점 :주문하신 꿈은 매진입니다,미드나잇 라이브러리,문학,문학,False,1,False,0.5,0.843,1.0,0.843,0.422,False,9791165341909,9791191056556
인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학,호의에 대하여 :문형배 에세이,예술,미상,False,1,False,0.5,0.843,0.843,0.843,0.422,False,9791130648385,9791173323027
남에게 보여주려고 인생을 낭비하지 마라 :쇼펜하우어 소품집,깨진 틈이 있어야 그 사이로 빛이 들어온다 :차라투스트라는 이렇게 말했다,철학,철학,False,1,False,0.5,0.843,0.843,0.843,0.422,False,9791169850445,9791169850681
"(세상에서 가장 쉬운) 본질육아 :삶의 근본을 보여주는 부모, 삶을 스스로 개척하는 아이","최민준의 아들코칭 백과 :기질 파악부터 말공부, 사회성, 감정코칭까지",기술과학,기술과학,False,1,False,0.5,0.843,1.0,0.843,0.422,False,9788950941819,9791168127531
(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식,흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,사회과학,자연과학,True,1,False,0.5,1.0,0.843,0.843,0.422,False,9791168413078,9791168413931
똥볶이 할멈 :K-히어로 판타지,공부머리 독서법 :실현 가능하고 지속 가능한 독서교육의 모든 것,문학,총류,True,1,False,0.5,0.843,1.0,0.843,0.422,False,9791190409124,9791196316808
나는 나의 스무 살을 가장 존중한다,"모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학",사회과학,예술,True,1,False,0.5,0.843,0.843,0.843,0.422,False,9791158512859,9791190382502
나는 읽고 쓰고 버린다 :손웅정의 말,내가 천 개의 인생에서 배운 것들 =Things I learned in a thousand lives,예술,문학,True,1,False,0.5,0.843,1.0,0.843,0.422,False,9791191859836,9791198530394
세이노의 가르침 :피보다 진하게 살아라,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,사회과학,사회과학,False,2,False,1.5,0.281,0.636,0.281,0.421,False,9791168473690,9791198013026
도파민네이션 :쾌락 과잉 시대에서 균형 찾기,세이노의 가르침 :피보다 진하게 살아라,철학,사회과학,True,2,False,1.5,1.0,0.281,0.281,0.421,False,9788965965046,9791168473690
불편한 편의점 :김호연 장편소설,세이노의 가르침 :피보다 진하게 살아라,문학,사회과학,True,2,False,1.5,0.334,0.281,0.281,0.421,False,9791161571379,9791168473690
부자 아빠 가난한 아빠 :20주년 특별 기념판,돈의 심리학 :당신은 왜 부자가 되지 못했는가,사회과학,사회과학,False,1,False,0.7,0.751,0.595,0.595,0.416,False,9791158883591,9791191056372
(아이들도 잘 모르고 어른들은 더 모르는) 신기한 현상 사전,흔한남매,총류,문학,True,1,False,0.7,1.0,0.595,0.595,0.416,False,9788934951278,9791164137527
행운에 속지 마라 :불확실한 시대에 살아남는 투자 생존법,돈의 심리학 :당신은 왜 부자가 되지 못했는가,사회과학,사회과학,False,1,False,0.7,0.843,0.595,0.595,0.416,False,9788927808121,9791191056372
아버지의 해방일지 :정지아 장편소설,문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가?,문학,자연과학,True,2,False,1.8,0.23,1.0,0.23,0.415,False,9788936438838,9791192836188
흔한남매 이상한 나라의 고전 읽기,물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,문학,자연과학,True,2,False,0.6,0.686,1.0,0.686,0.412,False,9791168413955,9791171171019
당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,기술과학,철학,True,1,False,0.6,0.843,0.686,0.686,0.412,False,9791140702589,9791190538510
원씽 :복잡한 세상을 이기는 단순함의 힘,타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략,사회과학,사회과학,False,1,False,0.9,0.457,0.686,0.457,0.412,False,9788997575169,9791158510619
타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략,상상하지 말라 :그들이 말하지 않는 진짜 욕망을 보는 법,사회과학,사회과학,False,1,False,0.6,0.686,0.843,0.686,0.412,False,9791158510619,9791187289616
흔한남매,세상에서 제일 재밌는 종이접기 :색종이 한 장이면 장난감 뚝딱!,문학,예술,True,1,False,0.9,0.457,1.0,0.457,0.412,False,9791168418011,9791186494431
흔한남매,대충 봐도 머리에 남는 어린이 야구 상식 :야구의 재미를 제대로 알게 하는 알쏭달쏭 야구의 모든 것,문학,예술,True,1,False,0.6,0.686,1.0,0.686,0.412,False,9791173473968,9791198381811
흔한남매,축구 만화 도감 :재밌을 줄 알았는데 멋있어!,문학,예술,True,1,False,0.6,0.686,1.0,0.686,0.412,False,9791164135592,9791190007320
서른 살이 심리학에게 묻다 :대한민국 30대를 위한 심리치유카페,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,철학,철학,False,1,False,0.6,1.0,0.686,0.686,0.412,False,9788901078588,9791190538510
이처럼 사소한 것들 :클레어 키건 소설,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",문학,철학,True,2,False,1.7,0.334,0.238,0.238,0.405,False,9791130646381,9791167740984
불편한 편의점 :김호연 장편소설,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,문학,사회과학,True,2,False,2.0,0.202,0.636,0.202,0.404,False,9791161571188,9791198013026
"모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학",고전이 답했다 :마땅히 살아야 할 삶에 대하여,예술,철학,True,1,False,0.8,0.843,0.503,0.503,0.402,False,9791190382502,9791193939130
부자 아빠 가난한 아빠 :20주년 특별 기념판,돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것,사회과학,사회과학,False,1,False,0.8,0.751,0.503,0.503,0.402,False,9791158883591,9791188331796
아홉 살 마음 사전,참 좋은 짝:손동연동시집,철학,문학,True,1,False,0.4,1.0,1.0,1.0,0.4,False,9788936447014,9788957980248
만화 한국 신화 :어린이를 위한 우리 인문학,(설민석의) 그리스 로마 신화 대모험,종교,종교,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9791130696614,9791191496949
에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화,에그박사의 이건 누구 똥?!,자연과학,자연과학,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9791164137800,9791168415324
세계를 움직인 열 가지 프레임 :현대 문명의 본질과 허상을 단숨에 꿰뚫는 세계사,세상은 이야기로 만들어졌다 :신화·거짓말·유토피아,역사,총류,True,1,False,0.4,1.0,1.0,1.0,0.4,False,9791164052547,9791192953151
아들과의 대화법 :완벽한 엄마가 될 수 없다면 대화하는 엄마가 되세요,"최민준의 아들코칭 백과 :기질 파악부터 말공부, 사회성, 감정코칭까지",기술과학,기술과학,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9791165214814,9791168127531
벌거벗은 한국사 :본격 우리 역사 스토리텔링쇼,(5천년 역사가 단숨에 이해되는) 최소한의 한국사,미상,역사,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9791193401057,9791198243430
지적 대화를 위한 넓고 얕은 지식 :한 권으로 현실 세계를 통달하는 지식 여행서,열한 계단 :나를 흔들어 키운 불편한 지식들,총류,총류,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9791190313186,9791195677153
(아이들도 잘 모르고 어른들은 더 모르는) 신기한 현상 사전,팩토피아 :꼬리에 꼬리를 무는 400가지 사실들,총류,총류,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9788934951278,9791169254069
인간이 그리는 무늬 :욕망하는 인문적 통찰의 힘,나는 어떻게 삶의 해답을 찾는가 :고명환의 독서 내공,총류,총류,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9788971390849,9791189686826
요리스타 청,(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험,기술과학,기술과학,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9788934980520,9791189938352
벌거벗은 미술관 :양정무의 미술 에세이,방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술,미상,예술,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9788936478780,9788968331862
부모의 말이 아이의 인생이 된다,아이는 무엇으로 자라는가 :세계적 가족 심리학자 버지니아 사티어의 15가지 양육 법칙,기술과학,기술과학,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9791158733018,9791193506202
"(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사",한번 시작하면 잠들 수 없는 세계사 :문명의 탄생부터 국제 정세까지 거침없이 내달린다,역사,미상,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9791193128428,9791199491755
사는 게 정답이 있으려나? :당신과 나누는 이야기 대화의 희열,문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가?,철학,자연과학,True,1,False,0.4,1.0,1.0,1.0,0.4,False,9791191393156,9791192836188
아홉 살 마음 사전,소원 떡집,철학,문학,True,1,False,0.4,1.0,1.0,1.0,0.4,False,9788936447014,9788949162058
놓지 마 맞춤법,놓지 마 어휘 :한자어,언어,언어,False,2,False,0.4,1.0,1.0,1.0,0.4,False,9788934942641,9788934989882
언제나 다정 죽집,"왜 유명한 거야, 이 그림?",미상,예술,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9788949122076,9791167550712
축구 만화 도감 :재밌을 줄 알았는데 멋있어!,축구 잘하는 50가지 비밀 :진짜 진짜 축구 잘하고 싶은 어린이만 보는 책!,예술,미상,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9791190007320,9791190808729
"(치고, 던지고, 달리는) 야구의 모든 것",대충 봐도 머리에 남는 어린이 야구 상식 :야구의 재미를 제대로 알게 하는 알쏭달쏭 야구의 모든 것,미상,예술,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9791160940824,9791198381811
놓지 마 어휘 :한자어,놓지 마 과학!,언어,자연과학,True,1,False,0.4,1.0,1.0,1.0,0.4,False,9788934990987,9791190182737
(조이!365+) 대한민국대표 종이접기,세상에서 제일 재밌는 종이접기 :색종이 한 장이면 장난감 뚝딱!,미상,예술,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9788976227973,9791186494431
탤런트 코드 :재능을 지배하는 세 가지 법칙,도파민네이션 :쾌락 과잉 시대에서 균형 찾기,철학,철학,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9788901248974,9788965965046
"왜 유명한 거야, 이 그림?","1795년, 정조의 행복한 행차 :화성원행도를 따라가 보다",예술,미상,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9791167550712,9791193150184
푸른 사자 와니니 :이현 장편동화,"왜 유명한 거야, 이 그림?",문학,예술,True,1,False,0.4,1.0,1.0,1.0,0.4,False,9788936442804,9791167550712
의미의 시대 :세스 고딘이 제시하는 일과 일터의 새로운 돌파구,시대예보 :핵개인의 시대 =Forecast of the times : era of nuclear individuals,사회과학,사회과학,False,1,False,0.4,1.0,1.0,1.0,0.4,False,9788925575889,9791170610359
(타키·포오의) 이세계 여행사,타키포오 얼렁뚱땅 상식스쿨,문학,총류,True,1,False,0.4,1.0,1.0,1.0,0.4,False,9791170626633,9791171241675
결과가 증명하는 20년 책육아의 기적 :몸마음머리 독서법,공부머리 독서법 :실현 가능하고 지속 가능한 독서교육의 모든 것,기술과학,총류,True,1,False,0.4,1.0,1.0,1.0,0.4,False,9788947546591,9791196316808
"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문",불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기,역사,사회과학,True,1,False,0.9,1.0,0.438,0.438,0.394,False,9788934972464,9791198517425
"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문",소년이 온다 :한강 장편소설,역사,문학,True,1,False,0.9,1.0,0.438,0.438,0.394,False,9788934972464,9788936434120
부에 이르는 가장 단순한 길 :경제적 독립과 자유를 위한 콜린스의 3원칙,불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기,사회과학,사회과학,False,1,False,0.9,0.843,0.438,0.438,0.394,False,9791193904664,9791198517425
소년이 온다 :한강 장편소설,흰 :한강 소설,문학,문학,False,1,False,0.9,0.438,0.843,0.438,0.394,False,9788936434120,9788954640718
역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,클루지 :생각의 역사를 뒤집는 기막힌 발견,사회과학,철학,True,1,False,0.9,0.438,1.0,0.438,0.394,False,9788901260716,9788901272085
도파민네이션 :쾌락 과잉 시대에서 균형 찾기,불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기,철학,사회과학,True,1,False,0.9,1.0,0.438,0.438,0.394,False,9788965965046,9791198517425
아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,세이노의 가르침 :피보다 진하게 살아라,철학,사회과학,True,2,False,1.4,0.636,0.281,0.281,0.393,False,9791162540640,9791168473690
세이노의 가르침 :피보다 진하게 살아라,나를 소모하지 않는 현명한 태도에 관하여,사회과학,철학,True,2,False,1.4,0.281,0.636,0.281,0.393,False,9791168473690,9791198682505
